{'loss': 4.1053, 'grad_norm': 2.2173097133636475, 'learning_rate': 1.8e-05, 'epoch': 0.0}
{'loss': 0.002, 'grad_norm': 0.003059862181544304, 'learning_rate': 9.513520549282484e-05, 'epoch': 1.58}
{'loss': 0.0014, 'grad_norm': 0.016147520393133163, 'learning_rate': 9.50701246298526e-05, 'epoch': 1.58}
{'loss': 0.0016, 'grad_norm': 0.00604211213067174, 'learning_rate': 9.500504376688035e-05, 'epoch': 1.58}
{'loss': 0.0011, 'grad_norm': 0.005273076705634594, 'learning_rate': 9.49399629039081e-05, 'epoch': 1.58}
{'loss': 0.0018, 'grad_norm': 0.007889323867857456, 'learning_rate': 9.487488204093587e-05, 'epoch': 1.58}
{'loss': 0.0014, 'grad_norm': 0.005444542039185762, 'learning_rate': 9.480980117796362e-05, 'epoch': 1.58}
{'loss': 0.0017, 'grad_norm': 0.0024362318217754364, 'learning_rate': 9.474472031499138e-05, 'epoch': 1.58}
{'loss': 0.0016, 'grad_norm': 0.007887236773967743, 'learning_rate': 9.467963945201915e-05, 'epoch': 1.58}
{'loss': 0.0023, 'grad_norm': 0.002940014936029911, 'learning_rate': 9.46145585890469e-05, 'epoch': 1.59}
{'loss': 0.0018, 'grad_norm': 0.010633322410285473, 'learning_rate': 9.454947772607465e-05, 'epoch': 1.59}
{'loss': 0.0014, 'grad_norm': 0.004602569621056318, 'learning_rate': 9.448439686310241e-05, 'epoch': 1.59}
{'loss': 0.001, 'grad_norm': 0.004252592101693153, 'learning_rate': 9.441931600013016e-05, 'epoch': 1.59}
{'loss': 0.0015, 'grad_norm': 0.0047186207957565784, 'learning_rate': 9.435423513715793e-05, 'epoch': 1.59}
{'loss': 0.0019, 'grad_norm': 0.010260963812470436, 'learning_rate': 9.428915427418568e-05, 'epoch': 1.59}
{'loss': 0.0014, 'grad_norm': 0.004616228397935629, 'learning_rate': 9.422407341121344e-05, 'epoch': 1.59}
{'loss': 0.0015, 'grad_norm': 0.011075178161263466, 'learning_rate': 9.41589925482412e-05, 'epoch': 1.59}
{'loss': 0.002, 'grad_norm': 0.01111831609159708, 'learning_rate': 9.409391168526895e-05, 'epoch': 1.59}
{'loss': 0.0016, 'grad_norm': 0.002970162546262145, 'learning_rate': 9.40288308222967e-05, 'epoch': 1.59}
{'loss': 0.0017, 'grad_norm': 0.0060310023836791515, 'learning_rate': 9.396374995932447e-05, 'epoch': 1.6}
{'loss': 0.0015, 'grad_norm': 0.006276885978877544, 'learning_rate': 9.389866909635222e-05, 'epoch': 1.6}
{'loss': 0.0015, 'grad_norm': 0.00937001034617424, 'learning_rate': 9.383358823337998e-05, 'epoch': 1.6}
{'loss': 0.0018, 'grad_norm': 0.0032775788567960262, 'learning_rate': 9.376850737040773e-05, 'epoch': 1.6}
{'loss': 0.0017, 'grad_norm': 0.0015551220858469605, 'learning_rate': 9.370342650743548e-05, 'epoch': 1.6}
{'loss': 0.0014, 'grad_norm': 0.0029398214537650347, 'learning_rate': 9.363834564446326e-05, 'epoch': 1.6}
{'loss': 0.0014, 'grad_norm': 0.007596426177769899, 'learning_rate': 9.357326478149101e-05, 'epoch': 1.6}
{'loss': 0.0012, 'grad_norm': 0.0030304640531539917, 'learning_rate': 9.350818391851876e-05, 'epoch': 1.6}
{'loss': 0.0012, 'grad_norm': 0.007418351713567972, 'learning_rate': 9.344310305554652e-05, 'epoch': 1.6}
{'loss': 0.0019, 'grad_norm': 0.0017794036539271474, 'learning_rate': 9.337802219257428e-05, 'epoch': 1.6}
{'loss': 0.0022, 'grad_norm': 0.005174035672098398, 'learning_rate': 9.331294132960204e-05, 'epoch': 1.61}
{'loss': 0.0022, 'grad_norm': 0.01004625391215086, 'learning_rate': 9.324786046662979e-05, 'epoch': 1.61}
{'loss': 0.0015, 'grad_norm': 0.005364663898944855, 'learning_rate': 9.318277960365754e-05, 'epoch': 1.61}
{'loss': 0.0017, 'grad_norm': 0.01321872603148222, 'learning_rate': 9.311769874068532e-05, 'epoch': 1.61}
{'loss': 0.0016, 'grad_norm': 0.00972893089056015, 'learning_rate': 9.305261787771307e-05, 'epoch': 1.61}
{'loss': 0.0019, 'grad_norm': 0.007981198839843273, 'learning_rate': 9.298753701474082e-05, 'epoch': 1.61}
{'loss': 0.0019, 'grad_norm': 0.006092716008424759, 'learning_rate': 9.292245615176858e-05, 'epoch': 1.61}
{'loss': 0.0018, 'grad_norm': 0.008063705638051033, 'learning_rate': 9.285737528879633e-05, 'epoch': 1.61}
{'loss': 0.0018, 'grad_norm': 0.005417110864073038, 'learning_rate': 9.279229442582408e-05, 'epoch': 1.61}
{'loss': 0.0013, 'grad_norm': 0.009442652575671673, 'learning_rate': 9.272721356285185e-05, 'epoch': 1.61}
{'loss': 0.0017, 'grad_norm': 0.0021925694309175014, 'learning_rate': 9.26621326998796e-05, 'epoch': 1.62}
{'loss': 0.0014, 'grad_norm': 0.007837536744773388, 'learning_rate': 9.259705183690736e-05, 'epoch': 1.62}
{'loss': 0.0017, 'grad_norm': 0.008148997090756893, 'learning_rate': 9.253197097393512e-05, 'epoch': 1.62}
{'loss': 0.0016, 'grad_norm': 0.010401132516562939, 'learning_rate': 9.246689011096287e-05, 'epoch': 1.62}
{'loss': 0.0018, 'grad_norm': 0.005900818854570389, 'learning_rate': 9.240180924799064e-05, 'epoch': 1.62}
{'loss': 0.0015, 'grad_norm': 0.00716937892138958, 'learning_rate': 9.233672838501839e-05, 'epoch': 1.62}
{'loss': 0.0012, 'grad_norm': 0.0026128769386559725, 'learning_rate': 9.227164752204614e-05, 'epoch': 1.62}
{'loss': 0.0019, 'grad_norm': 0.0024867472238838673, 'learning_rate': 9.22065666590739e-05, 'epoch': 1.62}
{'loss': 0.0018, 'grad_norm': 0.008691107854247093, 'learning_rate': 9.214148579610165e-05, 'epoch': 1.62}
{'loss': 0.0017, 'grad_norm': 0.008568570017814636, 'learning_rate': 9.207640493312942e-05, 'epoch': 1.62}
{'loss': 0.001, 'grad_norm': 0.004959758371114731, 'learning_rate': 9.201132407015718e-05, 'epoch': 1.62}
{'loss': 0.0017, 'grad_norm': 0.014933036640286446, 'learning_rate': 9.194624320718493e-05, 'epoch': 1.63}
{'loss': 0.0018, 'grad_norm': 0.02594549022614956, 'learning_rate': 9.18811623442127e-05, 'epoch': 1.63}
{'loss': 0.0021, 'grad_norm': 0.008800276555120945, 'learning_rate': 9.181608148124045e-05, 'epoch': 1.63}
{'loss': 0.0032, 'grad_norm': 0.007856173440814018, 'learning_rate': 9.17510006182682e-05, 'epoch': 1.63}
{'loss': 0.0022, 'grad_norm': 0.00274766911752522, 'learning_rate': 9.168591975529596e-05, 'epoch': 1.63}
{'loss': 0.0014, 'grad_norm': 0.011642779223620892, 'learning_rate': 9.162083889232371e-05, 'epoch': 1.63}
{'loss': 0.0028, 'grad_norm': 0.006414726376533508, 'learning_rate': 9.155575802935147e-05, 'epoch': 1.63}
{'loss': 0.0027, 'grad_norm': 0.11014827340841293, 'learning_rate': 9.149067716637924e-05, 'epoch': 1.63}
{'loss': 0.002, 'grad_norm': 0.009536348283290863, 'learning_rate': 9.142559630340699e-05, 'epoch': 1.63}
{'loss': 0.0016, 'grad_norm': 0.006887054070830345, 'learning_rate': 9.136051544043475e-05, 'epoch': 1.63}
{'loss': 0.0024, 'grad_norm': 0.007941171526908875, 'learning_rate': 9.12954345774625e-05, 'epoch': 1.64}
{'loss': 0.0019, 'grad_norm': 0.024905139580368996, 'learning_rate': 9.123035371449025e-05, 'epoch': 1.64}
{'loss': 0.0031, 'grad_norm': 0.03243211656808853, 'learning_rate': 9.116527285151802e-05, 'epoch': 1.64}
{'loss': 0.0019, 'grad_norm': 0.0200789924710989, 'learning_rate': 9.110019198854577e-05, 'epoch': 1.64}
{'loss': 0.0021, 'grad_norm': 0.09319474548101425, 'learning_rate': 9.103511112557353e-05, 'epoch': 1.64}
{'loss': 0.0027, 'grad_norm': 0.037113938480615616, 'learning_rate': 9.09700302626013e-05, 'epoch': 1.64}
{'loss': 0.0022, 'grad_norm': 0.05600927025079727, 'learning_rate': 9.090494939962905e-05, 'epoch': 1.64}
{'loss': 0.0035, 'grad_norm': 0.10146589577198029, 'learning_rate': 9.083986853665681e-05, 'epoch': 1.64}
{'loss': 0.0022, 'grad_norm': 0.04031308367848396, 'learning_rate': 9.077478767368456e-05, 'epoch': 1.64}
{'loss': 0.003, 'grad_norm': 0.13768325746059418, 'learning_rate': 9.070970681071231e-05, 'epoch': 1.64}
{'loss': 0.002, 'grad_norm': 0.05319816619157791, 'learning_rate': 9.064462594774007e-05, 'epoch': 1.65}
{'loss': 0.0023, 'grad_norm': 0.05846249684691429, 'learning_rate': 9.057954508476782e-05, 'epoch': 1.65}
{'loss': 0.0022, 'grad_norm': 0.08338836580514908, 'learning_rate': 9.051446422179557e-05, 'epoch': 1.65}
{'loss': 0.0022, 'grad_norm': 0.14483851194381714, 'learning_rate': 9.044938335882335e-05, 'epoch': 1.65}
{'loss': 0.0017, 'grad_norm': 0.00936196930706501, 'learning_rate': 9.03843024958511e-05, 'epoch': 1.65}
{'loss': 0.0017, 'grad_norm': 0.0449063815176487, 'learning_rate': 9.031922163287885e-05, 'epoch': 1.65}
{'loss': 0.0019, 'grad_norm': 0.012323998846113682, 'learning_rate': 9.025414076990662e-05, 'epoch': 1.65}
{'loss': 0.0027, 'grad_norm': 0.0015609499532729387, 'learning_rate': 9.018905990693437e-05, 'epoch': 1.65}
{'loss': 0.0026, 'grad_norm': 0.007363796234130859, 'learning_rate': 9.012397904396213e-05, 'epoch': 1.65}
{'loss': 0.0028, 'grad_norm': 0.07640732824802399, 'learning_rate': 9.005889818098988e-05, 'epoch': 1.65}
{'loss': 0.0036, 'grad_norm': 0.1780032068490982, 'learning_rate': 8.999381731801763e-05, 'epoch': 1.66}
{'loss': 0.0031, 'grad_norm': 0.12249000370502472, 'learning_rate': 8.992873645504541e-05, 'epoch': 1.66}
{'loss': 0.0033, 'grad_norm': 0.1395024061203003, 'learning_rate': 8.986365559207316e-05, 'epoch': 1.66}
{'loss': 0.0022, 'grad_norm': 0.00668542692437768, 'learning_rate': 8.979857472910091e-05, 'epoch': 1.66}
{'loss': 0.0029, 'grad_norm': 0.0629902184009552, 'learning_rate': 8.973349386612867e-05, 'epoch': 1.66}
{'loss': 0.0027, 'grad_norm': 0.010888317599892616, 'learning_rate': 8.966841300315642e-05, 'epoch': 1.66}
{'loss': 0.0024, 'grad_norm': 0.12787778675556183, 'learning_rate': 8.960333214018419e-05, 'epoch': 1.66}
{'loss': 0.0036, 'grad_norm': 0.07514769583940506, 'learning_rate': 8.953825127721194e-05, 'epoch': 1.66}
{'loss': 0.0021, 'grad_norm': 0.07957541197538376, 'learning_rate': 8.947317041423969e-05, 'epoch': 1.66}
{'loss': 0.0022, 'grad_norm': 0.012346024625003338, 'learning_rate': 8.940808955126745e-05, 'epoch': 1.66}
{'loss': 0.0024, 'grad_norm': 0.04658059775829315, 'learning_rate': 8.934300868829522e-05, 'epoch': 1.66}
{'loss': 0.0027, 'grad_norm': 0.1441228836774826, 'learning_rate': 8.927792782532297e-05, 'epoch': 1.67}
{'loss': 0.0027, 'grad_norm': 0.09249832481145859, 'learning_rate': 8.921284696235073e-05, 'epoch': 1.67}
{'loss': 0.0023, 'grad_norm': 0.02870202250778675, 'learning_rate': 8.914776609937848e-05, 'epoch': 1.67}
{'loss': 0.0021, 'grad_norm': 0.04694265127182007, 'learning_rate': 8.908268523640624e-05, 'epoch': 1.67}
{'loss': 0.0023, 'grad_norm': 0.0050627682358026505, 'learning_rate': 8.9017604373434e-05, 'epoch': 1.67}
{'loss': 0.0029, 'grad_norm': 0.06307228654623032, 'learning_rate': 8.895252351046174e-05, 'epoch': 1.67}
{'loss': 0.0017, 'grad_norm': 0.18242612481117249, 'learning_rate': 8.888744264748951e-05, 'epoch': 1.67}
{'loss': 0.0023, 'grad_norm': 0.08007298409938812, 'learning_rate': 8.882236178451727e-05, 'epoch': 1.67}
{'loss': 0.002, 'grad_norm': 0.08392941951751709, 'learning_rate': 8.875728092154502e-05, 'epoch': 1.67}
{'loss': 0.0019, 'grad_norm': 0.007809265051037073, 'learning_rate': 8.869220005857279e-05, 'epoch': 1.67}
{'loss': 0.0019, 'grad_norm': 0.003918584901839495, 'learning_rate': 8.862711919560054e-05, 'epoch': 1.68}
{'loss': 0.0015, 'grad_norm': 0.02338407374918461, 'learning_rate': 8.85620383326283e-05, 'epoch': 1.68}
{'loss': 0.0012, 'grad_norm': 0.008262800052762032, 'learning_rate': 8.849695746965605e-05, 'epoch': 1.68}
{'loss': 0.0018, 'grad_norm': 0.17485179007053375, 'learning_rate': 8.84318766066838e-05, 'epoch': 1.68}
{'loss': 0.0024, 'grad_norm': 0.017131583765149117, 'learning_rate': 8.836679574371157e-05, 'epoch': 1.68}
{'loss': 0.0024, 'grad_norm': 0.006997331511229277, 'learning_rate': 8.830171488073933e-05, 'epoch': 1.68}
{'loss': 0.0029, 'grad_norm': 0.02229723520576954, 'learning_rate': 8.823663401776708e-05, 'epoch': 1.68}
{'loss': 0.0025, 'grad_norm': 0.11304504424333572, 'learning_rate': 8.817155315479484e-05, 'epoch': 1.68}
{'loss': 0.0017, 'grad_norm': 0.004393604584038258, 'learning_rate': 8.81064722918226e-05, 'epoch': 1.68}
{'loss': 0.0018, 'grad_norm': 0.013652145862579346, 'learning_rate': 8.804139142885034e-05, 'epoch': 1.68}
{'loss': 0.0016, 'grad_norm': 0.02583363465964794, 'learning_rate': 8.797631056587811e-05, 'epoch': 1.69}
{'loss': 0.0022, 'grad_norm': 0.008960640989243984, 'learning_rate': 8.791122970290586e-05, 'epoch': 1.69}
{'loss': 0.0018, 'grad_norm': 0.010311157442629337, 'learning_rate': 8.784614883993362e-05, 'epoch': 1.69}
{'loss': 0.0017, 'grad_norm': 0.013960172422230244, 'learning_rate': 8.778106797696139e-05, 'epoch': 1.69}
{'loss': 0.0023, 'grad_norm': 0.022401636466383934, 'learning_rate': 8.771598711398914e-05, 'epoch': 1.69}
{'loss': 0.0017, 'grad_norm': 0.009821594692766666, 'learning_rate': 8.76509062510169e-05, 'epoch': 1.69}
{'loss': 0.0013, 'grad_norm': 0.04759255796670914, 'learning_rate': 8.758582538804465e-05, 'epoch': 1.69}
{'loss': 0.0016, 'grad_norm': 0.01228341180831194, 'learning_rate': 8.75207445250724e-05, 'epoch': 1.69}
{'loss': 0.0014, 'grad_norm': 0.026195287704467773, 'learning_rate': 8.745566366210016e-05, 'epoch': 1.69}
{'loss': 0.0016, 'grad_norm': 0.010983261279761791, 'learning_rate': 8.739058279912792e-05, 'epoch': 1.69}
{'loss': 0.0015, 'grad_norm': 0.008527291007339954, 'learning_rate': 8.732550193615568e-05, 'epoch': 1.69}
{'loss': 0.0014, 'grad_norm': 0.01481317263096571, 'learning_rate': 8.726042107318343e-05, 'epoch': 1.7}
{'loss': 0.0017, 'grad_norm': 0.08128463476896286, 'learning_rate': 8.71953402102112e-05, 'epoch': 1.7}
{'loss': 0.0021, 'grad_norm': 0.013650156557559967, 'learning_rate': 8.713025934723896e-05, 'epoch': 1.7}
{'loss': 0.0016, 'grad_norm': 0.009005884639918804, 'learning_rate': 8.706517848426671e-05, 'epoch': 1.7}
{'loss': 0.0014, 'grad_norm': 0.003361003939062357, 'learning_rate': 8.700009762129446e-05, 'epoch': 1.7}
{'loss': 0.0011, 'grad_norm': 0.022166095674037933, 'learning_rate': 8.693501675832222e-05, 'epoch': 1.7}
{'loss': 0.0017, 'grad_norm': 0.012862449511885643, 'learning_rate': 8.686993589534997e-05, 'epoch': 1.7}
{'loss': 0.0014, 'grad_norm': 0.0066576492972671986, 'learning_rate': 8.680485503237774e-05, 'epoch': 1.7}
{'loss': 0.002, 'grad_norm': 0.003976922016590834, 'learning_rate': 8.673977416940549e-05, 'epoch': 1.7}
{'loss': 0.0019, 'grad_norm': 0.017392214387655258, 'learning_rate': 8.667469330643325e-05, 'epoch': 1.7}
{'loss': 0.0022, 'grad_norm': 0.009532777592539787, 'learning_rate': 8.660961244346101e-05, 'epoch': 1.71}
{'loss': 0.0015, 'grad_norm': 0.0017914014169946313, 'learning_rate': 8.654453158048876e-05, 'epoch': 1.71}
{'loss': 0.0017, 'grad_norm': 0.018222974613308907, 'learning_rate': 8.647945071751651e-05, 'epoch': 1.71}
{'loss': 0.0018, 'grad_norm': 0.00533020356670022, 'learning_rate': 8.641436985454428e-05, 'epoch': 1.71}
{'loss': 0.0015, 'grad_norm': 0.04231906309723854, 'learning_rate': 8.634928899157203e-05, 'epoch': 1.71}
{'loss': 0.0017, 'grad_norm': 0.025279181078076363, 'learning_rate': 8.628420812859979e-05, 'epoch': 1.71}
{'loss': 0.0013, 'grad_norm': 0.0030433665961027145, 'learning_rate': 8.621912726562754e-05, 'epoch': 1.71}
{'loss': 0.0016, 'grad_norm': 0.007512717507779598, 'learning_rate': 8.615404640265531e-05, 'epoch': 1.71}
{'loss': 0.0017, 'grad_norm': 0.0063755395822227, 'learning_rate': 8.608896553968306e-05, 'epoch': 1.71}
{'loss': 0.0013, 'grad_norm': 0.010981726460158825, 'learning_rate': 8.602388467671082e-05, 'epoch': 1.71}
{'loss': 0.0013, 'grad_norm': 0.007090962026268244, 'learning_rate': 8.595880381373857e-05, 'epoch': 1.72}
{'loss': 0.0014, 'grad_norm': 0.005816060118377209, 'learning_rate': 8.589372295076634e-05, 'epoch': 1.72}
{'loss': 0.0018, 'grad_norm': 0.008024120703339577, 'learning_rate': 8.582864208779409e-05, 'epoch': 1.72}
{'loss': 0.0017, 'grad_norm': 0.0068612610921263695, 'learning_rate': 8.576356122482184e-05, 'epoch': 1.72}
{'loss': 0.0021, 'grad_norm': 0.001974386628717184, 'learning_rate': 8.56984803618496e-05, 'epoch': 1.72}
{'loss': 0.0016, 'grad_norm': 0.007020255085080862, 'learning_rate': 8.563339949887736e-05, 'epoch': 1.72}
{'loss': 0.0015, 'grad_norm': 0.010978798381984234, 'learning_rate': 8.556831863590511e-05, 'epoch': 1.72}
{'loss': 0.0015, 'grad_norm': 0.004486020188778639, 'learning_rate': 8.550323777293288e-05, 'epoch': 1.72}
{'loss': 0.0021, 'grad_norm': 0.00430731475353241, 'learning_rate': 8.543815690996063e-05, 'epoch': 1.72}
{'loss': 0.0015, 'grad_norm': 0.002933226525783539, 'learning_rate': 8.537307604698839e-05, 'epoch': 1.72}
{'loss': 0.0015, 'grad_norm': 0.0016163517720997334, 'learning_rate': 8.530799518401614e-05, 'epoch': 1.73}
{'loss': 0.002, 'grad_norm': 0.00801942404359579, 'learning_rate': 8.524291432104389e-05, 'epoch': 1.73}
{'loss': 0.0015, 'grad_norm': 0.004689857363700867, 'learning_rate': 8.517783345807166e-05, 'epoch': 1.73}
{'loss': 0.0018, 'grad_norm': 0.006011428311467171, 'learning_rate': 8.511275259509941e-05, 'epoch': 1.73}
{'loss': 0.0015, 'grad_norm': 0.002373754745349288, 'learning_rate': 8.504767173212717e-05, 'epoch': 1.73}
{'loss': 0.0013, 'grad_norm': 0.005397164728492498, 'learning_rate': 8.498259086915493e-05, 'epoch': 1.73}
{'loss': 0.0017, 'grad_norm': 0.0053443508222699165, 'learning_rate': 8.491751000618269e-05, 'epoch': 1.73}
{'loss': 0.0014, 'grad_norm': 0.00907273031771183, 'learning_rate': 8.485242914321045e-05, 'epoch': 1.73}
{'loss': 0.0021, 'grad_norm': 0.03626814857125282, 'learning_rate': 8.47873482802382e-05, 'epoch': 1.73}
{'loss': 0.0025, 'grad_norm': 0.00856657326221466, 'learning_rate': 8.472877550356319e-05, 'epoch': 1.73}
{'loss': 0.0011, 'grad_norm': 0.004316082689911127, 'learning_rate': 8.466369464059094e-05, 'epoch': 1.73}
{'loss': 0.0014, 'grad_norm': 0.006490380968898535, 'learning_rate': 8.45986137776187e-05, 'epoch': 1.74}
{'loss': 0.002, 'grad_norm': 0.0030966061167418957, 'learning_rate': 8.453353291464645e-05, 'epoch': 1.74}
{'loss': 0.0011, 'grad_norm': 0.003947846125811338, 'learning_rate': 8.44684520516742e-05, 'epoch': 1.74}
{'loss': 0.0019, 'grad_norm': 0.02776481583714485, 'learning_rate': 8.440337118870197e-05, 'epoch': 1.74}
{'loss': 0.0018, 'grad_norm': 0.007343720644712448, 'learning_rate': 8.433829032572972e-05, 'epoch': 1.74}
{'loss': 0.0012, 'grad_norm': 0.0033837822265923023, 'learning_rate': 8.427320946275748e-05, 'epoch': 1.74}
{'loss': 0.0019, 'grad_norm': 0.009278439916670322, 'learning_rate': 8.420812859978524e-05, 'epoch': 1.74}
{'loss': 0.0017, 'grad_norm': 0.004239198751747608, 'learning_rate': 8.4143047736813e-05, 'epoch': 1.74}
{'loss': 0.0016, 'grad_norm': 0.004867157898843288, 'learning_rate': 8.407796687384076e-05, 'epoch': 1.74}
{'loss': 0.002, 'grad_norm': 0.004913469310849905, 'learning_rate': 8.401288601086851e-05, 'epoch': 1.74}
{'loss': 0.0017, 'grad_norm': 0.014753350988030434, 'learning_rate': 8.394780514789626e-05, 'epoch': 1.75}
{'loss': 0.0015, 'grad_norm': 0.006170571781694889, 'learning_rate': 8.388272428492402e-05, 'epoch': 1.75}
{'loss': 0.0014, 'grad_norm': 0.001751476782374084, 'learning_rate': 8.381764342195177e-05, 'epoch': 1.75}
{'loss': 0.0016, 'grad_norm': 0.003075550077483058, 'learning_rate': 8.375256255897954e-05, 'epoch': 1.75}
{'loss': 0.0021, 'grad_norm': 0.0027969232760369778, 'learning_rate': 8.36874816960073e-05, 'epoch': 1.75}
{'loss': 0.0019, 'grad_norm': 0.004632248543202877, 'learning_rate': 8.362240083303505e-05, 'epoch': 1.75}
{'loss': 0.0016, 'grad_norm': 0.023399051278829575, 'learning_rate': 8.355731997006281e-05, 'epoch': 1.75}
{'loss': 0.0022, 'grad_norm': 0.032337307929992676, 'learning_rate': 8.349223910709057e-05, 'epoch': 1.75}
{'loss': 0.002, 'grad_norm': 0.023246893659234047, 'learning_rate': 8.342715824411832e-05, 'epoch': 1.75}
{'loss': 0.0027, 'grad_norm': 0.009377853013575077, 'learning_rate': 8.336207738114608e-05, 'epoch': 1.75}
{'loss': 0.0032, 'grad_norm': 0.00866351556032896, 'learning_rate': 8.329699651817383e-05, 'epoch': 1.76}
{'loss': 0.004, 'grad_norm': 0.11147607117891312, 'learning_rate': 8.323191565520158e-05, 'epoch': 1.76}
{'loss': 0.002, 'grad_norm': 0.009627572260797024, 'learning_rate': 8.316683479222936e-05, 'epoch': 1.76}
{'loss': 0.0021, 'grad_norm': 0.03969802334904671, 'learning_rate': 8.310175392925711e-05, 'epoch': 1.76}
{'loss': 0.0022, 'grad_norm': 0.11776341497898102, 'learning_rate': 8.303667306628486e-05, 'epoch': 1.76}
{'loss': 0.0013, 'grad_norm': 0.009383349679410458, 'learning_rate': 8.297159220331262e-05, 'epoch': 1.76}
{'loss': 0.0023, 'grad_norm': 0.06418593227863312, 'learning_rate': 8.290651134034037e-05, 'epoch': 1.76}
{'loss': 0.0016, 'grad_norm': 0.01568777672946453, 'learning_rate': 8.284143047736814e-05, 'epoch': 1.76}
{'loss': 0.0021, 'grad_norm': 0.014904811978340149, 'learning_rate': 8.277634961439589e-05, 'epoch': 1.76}
{'loss': 0.0025, 'grad_norm': 0.008359699510037899, 'learning_rate': 8.271126875142364e-05, 'epoch': 1.76}
{'loss': 0.0024, 'grad_norm': 0.003479685867205262, 'learning_rate': 8.264618788845141e-05, 'epoch': 1.76}
{'loss': 0.0019, 'grad_norm': 0.08600980043411255, 'learning_rate': 8.258110702547916e-05, 'epoch': 1.77}
{'loss': 0.0018, 'grad_norm': 0.012977217324078083, 'learning_rate': 8.251602616250692e-05, 'epoch': 1.77}
{'loss': 0.0019, 'grad_norm': 0.023667193949222565, 'learning_rate': 8.245094529953468e-05, 'epoch': 1.77}
{'loss': 0.0018, 'grad_norm': 0.0107266241684556, 'learning_rate': 8.238586443656243e-05, 'epoch': 1.77}
{'loss': 0.0021, 'grad_norm': 0.009531491436064243, 'learning_rate': 8.232078357359019e-05, 'epoch': 1.77}
{'loss': 0.0016, 'grad_norm': 0.008744802325963974, 'learning_rate': 8.225570271061794e-05, 'epoch': 1.77}
{'loss': 0.0024, 'grad_norm': 0.05038381367921829, 'learning_rate': 8.21906218476457e-05, 'epoch': 1.77}
{'loss': 0.0021, 'grad_norm': 0.00955936685204506, 'learning_rate': 8.212554098467347e-05, 'epoch': 1.77}
{'loss': 0.0019, 'grad_norm': 0.0034777214750647545, 'learning_rate': 8.206046012170122e-05, 'epoch': 1.77}
{'loss': 0.0017, 'grad_norm': 0.006405514199286699, 'learning_rate': 8.199537925872897e-05, 'epoch': 1.77}
{'loss': 0.002, 'grad_norm': 0.008331852033734322, 'learning_rate': 8.193029839575674e-05, 'epoch': 1.78}
{'loss': 0.0014, 'grad_norm': 0.02532985806465149, 'learning_rate': 8.186521753278449e-05, 'epoch': 1.78}
{'loss': 0.0013, 'grad_norm': 0.005393193103373051, 'learning_rate': 8.180013666981225e-05, 'epoch': 1.78}
{'loss': 0.0016, 'grad_norm': 0.07455954700708389, 'learning_rate': 8.173505580684e-05, 'epoch': 1.78}
{'loss': 0.0015, 'grad_norm': 0.06683022528886795, 'learning_rate': 8.166997494386775e-05, 'epoch': 1.78}
{'loss': 0.0022, 'grad_norm': 0.005377333611249924, 'learning_rate': 8.160489408089553e-05, 'epoch': 1.78}
{'loss': 0.0032, 'grad_norm': 0.04376306012272835, 'learning_rate': 8.153981321792328e-05, 'epoch': 1.78}
{'loss': 0.002, 'grad_norm': 0.00938287191092968, 'learning_rate': 8.147473235495103e-05, 'epoch': 1.78}
{'loss': 0.0024, 'grad_norm': 0.07067615538835526, 'learning_rate': 8.140965149197879e-05, 'epoch': 1.78}
{'loss': 0.0013, 'grad_norm': 0.01527559943497181, 'learning_rate': 8.134457062900654e-05, 'epoch': 1.78}
{'loss': 0.002, 'grad_norm': 0.006196660455316305, 'learning_rate': 8.127948976603431e-05, 'epoch': 1.79}
{'loss': 0.0018, 'grad_norm': 0.039427049458026886, 'learning_rate': 8.121440890306206e-05, 'epoch': 1.79}
{'loss': 0.0014, 'grad_norm': 0.00820611696690321, 'learning_rate': 8.114932804008981e-05, 'epoch': 1.79}
{'loss': 0.0023, 'grad_norm': 0.08626513928174973, 'learning_rate': 8.108424717711757e-05, 'epoch': 1.79}
{'loss': 0.0016, 'grad_norm': 0.010911284014582634, 'learning_rate': 8.101916631414534e-05, 'epoch': 1.79}
{'loss': 0.0015, 'grad_norm': 0.011888239532709122, 'learning_rate': 8.095408545117309e-05, 'epoch': 1.79}
{'loss': 0.0022, 'grad_norm': 0.04558533430099487, 'learning_rate': 8.088900458820085e-05, 'epoch': 1.79}
{'loss': 0.0018, 'grad_norm': 0.0071420385502278805, 'learning_rate': 8.08239237252286e-05, 'epoch': 1.79}
{'loss': 0.0022, 'grad_norm': 0.013733316212892532, 'learning_rate': 8.075884286225635e-05, 'epoch': 1.79}
{'loss': 0.0022, 'grad_norm': 0.02590787597000599, 'learning_rate': 8.069376199928411e-05, 'epoch': 1.79}
{'loss': 0.0018, 'grad_norm': 0.03089218959212303, 'learning_rate': 8.062868113631186e-05, 'epoch': 1.8}
{'loss': 0.0019, 'grad_norm': 0.009495955891907215, 'learning_rate': 8.056360027333963e-05, 'epoch': 1.8}
{'loss': 0.0013, 'grad_norm': 0.014148266986012459, 'learning_rate': 8.049851941036739e-05, 'epoch': 1.8}
{'loss': 0.0018, 'grad_norm': 0.013695348054170609, 'learning_rate': 8.043343854739514e-05, 'epoch': 1.8}
{'loss': 0.0015, 'grad_norm': 0.0041480218060314655, 'learning_rate': 8.03683576844229e-05, 'epoch': 1.8}
