{'loss': 3.3286, 'grad_norm': 2.3629939556121826, 'learning_rate': 2e-05, 'epoch': 0.0}
{'loss': 0.0026, 'grad_norm': 0.004048125818371773, 'learning_rate': 0.00011276561127200546, 'epoch': 1.31}
{'loss': 0.0032, 'grad_norm': 0.09227729588747025, 'learning_rate': 0.00011270053040903324, 'epoch': 1.32}
{'loss': 0.003, 'grad_norm': 0.11926820129156113, 'learning_rate': 0.00011263544954606098, 'epoch': 1.32}
{'loss': 0.003, 'grad_norm': 0.08597186207771301, 'learning_rate': 0.00011257036868308874, 'epoch': 1.32}
{'loss': 0.0024, 'grad_norm': 0.04615943506360054, 'learning_rate': 0.00011250528782011649, 'epoch': 1.32}
{'loss': 0.0025, 'grad_norm': 0.02794751524925232, 'learning_rate': 0.00011244020695714425, 'epoch': 1.32}
{'loss': 0.003, 'grad_norm': 0.006066795904189348, 'learning_rate': 0.00011237512609417202, 'epoch': 1.32}
{'loss': 0.0024, 'grad_norm': 0.007166463881731033, 'learning_rate': 0.00011231004523119977, 'epoch': 1.32}
{'loss': 0.0022, 'grad_norm': 0.2050703912973404, 'learning_rate': 0.00011224496436822753, 'epoch': 1.32}
{'loss': 0.0031, 'grad_norm': 0.09900610893964767, 'learning_rate': 0.00011217988350525528, 'epoch': 1.32}
{'loss': 0.0025, 'grad_norm': 0.09415088593959808, 'learning_rate': 0.00011211480264228305, 'epoch': 1.32}
{'loss': 0.0044, 'grad_norm': 0.02842739038169384, 'learning_rate': 0.0001120497217793108, 'epoch': 1.33}
{'loss': 0.0017, 'grad_norm': 0.013407792896032333, 'learning_rate': 0.00011198464091633856, 'epoch': 1.33}
{'loss': 0.0018, 'grad_norm': 0.007795937824994326, 'learning_rate': 0.00011191956005336632, 'epoch': 1.33}
{'loss': 0.0021, 'grad_norm': 0.06287027150392532, 'learning_rate': 0.00011185447919039407, 'epoch': 1.33}
{'loss': 0.0024, 'grad_norm': 0.01675025001168251, 'learning_rate': 0.00011178939832742184, 'epoch': 1.33}
{'loss': 0.0027, 'grad_norm': 0.004725183825939894, 'learning_rate': 0.00011172431746444957, 'epoch': 1.33}
{'loss': 0.0021, 'grad_norm': 0.004182395525276661, 'learning_rate': 0.00011165923660147735, 'epoch': 1.33}
{'loss': 0.002, 'grad_norm': 0.003989676013588905, 'learning_rate': 0.00011159415573850509, 'epoch': 1.33}
{'loss': 0.0022, 'grad_norm': 0.05320943519473076, 'learning_rate': 0.00011152907487553285, 'epoch': 1.33}
{'loss': 0.0018, 'grad_norm': 0.010309148579835892, 'learning_rate': 0.0001114639940125606, 'epoch': 1.33}
{'loss': 0.0015, 'grad_norm': 0.002221859060227871, 'learning_rate': 0.00011139891314958837, 'epoch': 1.33}
{'loss': 0.0026, 'grad_norm': 0.006298263091593981, 'learning_rate': 0.00011133383228661613, 'epoch': 1.34}
{'loss': 0.0023, 'grad_norm': 0.006881705019623041, 'learning_rate': 0.00011126875142364388, 'epoch': 1.34}
{'loss': 0.003, 'grad_norm': 0.006239902228116989, 'learning_rate': 0.00011120367056067165, 'epoch': 1.34}
{'loss': 0.0024, 'grad_norm': 0.006901606451719999, 'learning_rate': 0.0001111385896976994, 'epoch': 1.34}
{'loss': 0.0016, 'grad_norm': 0.007938984781503677, 'learning_rate': 0.00011107350883472716, 'epoch': 1.34}
{'loss': 0.002, 'grad_norm': 0.021553486585617065, 'learning_rate': 0.0001110084279717549, 'epoch': 1.34}
{'loss': 0.0023, 'grad_norm': 0.1800227016210556, 'learning_rate': 0.00011094334710878267, 'epoch': 1.34}
{'loss': 0.0024, 'grad_norm': 0.087325319647789, 'learning_rate': 0.00011087826624581041, 'epoch': 1.34}
{'loss': 0.0022, 'grad_norm': 0.0073383706621825695, 'learning_rate': 0.00011081318538283817, 'epoch': 1.34}
{'loss': 0.0024, 'grad_norm': 0.013603400439023972, 'learning_rate': 0.00011074810451986595, 'epoch': 1.34}
{'loss': 0.0023, 'grad_norm': 0.003959721885621548, 'learning_rate': 0.00011068302365689369, 'epoch': 1.35}
{'loss': 0.0019, 'grad_norm': 0.08716416358947754, 'learning_rate': 0.00011061794279392145, 'epoch': 1.35}
{'loss': 0.0028, 'grad_norm': 0.01627197116613388, 'learning_rate': 0.0001105528619309492, 'epoch': 1.35}
{'loss': 0.0025, 'grad_norm': 0.005195864010602236, 'learning_rate': 0.00011048778106797697, 'epoch': 1.35}
{'loss': 0.0034, 'grad_norm': 0.03516915813088417, 'learning_rate': 0.00011042270020500472, 'epoch': 1.35}
{'loss': 0.0021, 'grad_norm': 0.004893796052783728, 'learning_rate': 0.00011035761934203248, 'epoch': 1.35}
{'loss': 0.0024, 'grad_norm': 0.00541045842692256, 'learning_rate': 0.00011029253847906024, 'epoch': 1.35}
{'loss': 0.0023, 'grad_norm': 0.013698928989470005, 'learning_rate': 0.000110227457616088, 'epoch': 1.35}
{'loss': 0.0018, 'grad_norm': 0.008231783285737038, 'learning_rate': 0.00011016237675311576, 'epoch': 1.35}
{'loss': 0.0044, 'grad_norm': 0.05216364562511444, 'learning_rate': 0.00011009729589014351, 'epoch': 1.35}
{'loss': 0.0022, 'grad_norm': 0.0107912952080369, 'learning_rate': 0.00011003221502717127, 'epoch': 1.36}
{'loss': 0.0022, 'grad_norm': 0.005449026823043823, 'learning_rate': 0.00010996713416419901, 'epoch': 1.36}
{'loss': 0.0023, 'grad_norm': 0.012921631336212158, 'learning_rate': 0.00010990205330122679, 'epoch': 1.36}
{'loss': 0.0038, 'grad_norm': 0.01495330035686493, 'learning_rate': 0.00010983697243825452, 'epoch': 1.36}
{'loss': 0.0028, 'grad_norm': 0.014838801696896553, 'learning_rate': 0.00010977189157528229, 'epoch': 1.36}
{'loss': 0.0017, 'grad_norm': 0.003828842891380191, 'learning_rate': 0.00010970681071231007, 'epoch': 1.36}
{'loss': 0.0021, 'grad_norm': 0.00439325300976634, 'learning_rate': 0.0001096417298493378, 'epoch': 1.36}
{'loss': 0.0019, 'grad_norm': 0.009509067051112652, 'learning_rate': 0.00010957664898636557, 'epoch': 1.36}
{'loss': 0.0016, 'grad_norm': 0.001959127839654684, 'learning_rate': 0.00010951156812339332, 'epoch': 1.36}
{'loss': 0.0021, 'grad_norm': 0.013483904302120209, 'learning_rate': 0.00010944648726042108, 'epoch': 1.36}
{'loss': 0.002, 'grad_norm': 0.020194407552480698, 'learning_rate': 0.00010938140639744883, 'epoch': 1.37}
{'loss': 0.0028, 'grad_norm': 0.018995990976691246, 'learning_rate': 0.0001093163255344766, 'epoch': 1.37}
{'loss': 0.0025, 'grad_norm': 0.006017151288688183, 'learning_rate': 0.00010925124467150436, 'epoch': 1.37}
{'loss': 0.0023, 'grad_norm': 0.004927968140691519, 'learning_rate': 0.00010918616380853211, 'epoch': 1.37}
{'loss': 0.0022, 'grad_norm': 0.012588738463819027, 'learning_rate': 0.00010912108294555987, 'epoch': 1.37}
{'loss': 0.0017, 'grad_norm': 0.0057103512808680534, 'learning_rate': 0.00010905600208258762, 'epoch': 1.37}
{'loss': 0.0017, 'grad_norm': 0.003536510281264782, 'learning_rate': 0.00010899092121961539, 'epoch': 1.37}
{'loss': 0.0019, 'grad_norm': 0.007147142197936773, 'learning_rate': 0.00010892584035664312, 'epoch': 1.37}
{'loss': 0.0017, 'grad_norm': 0.012228208594024181, 'learning_rate': 0.00010886075949367089, 'epoch': 1.37}
{'loss': 0.0018, 'grad_norm': 0.020113131031394005, 'learning_rate': 0.00010879567863069864, 'epoch': 1.37}
{'loss': 0.0019, 'grad_norm': 0.01764439232647419, 'learning_rate': 0.0001087305977677264, 'epoch': 1.37}
{'loss': 0.0023, 'grad_norm': 0.011675925925374031, 'learning_rate': 0.00010866551690475417, 'epoch': 1.38}
{'loss': 0.002, 'grad_norm': 0.01385417953133583, 'learning_rate': 0.00010860043604178192, 'epoch': 1.38}
{'loss': 0.0032, 'grad_norm': 0.037912461906671524, 'learning_rate': 0.00010853535517880968, 'epoch': 1.38}
{'loss': 0.0027, 'grad_norm': 0.00314540253020823, 'learning_rate': 0.00010847027431583743, 'epoch': 1.38}
{'loss': 0.0017, 'grad_norm': 0.0063825929537415504, 'learning_rate': 0.0001084051934528652, 'epoch': 1.38}
{'loss': 0.0028, 'grad_norm': 0.007935269735753536, 'learning_rate': 0.00010834011258989294, 'epoch': 1.38}
{'loss': 0.0026, 'grad_norm': 0.004227577243000269, 'learning_rate': 0.00010827503172692071, 'epoch': 1.38}
{'loss': 0.003, 'grad_norm': 0.008614595979452133, 'learning_rate': 0.00010820995086394844, 'epoch': 1.38}
{'loss': 0.0023, 'grad_norm': 0.0027396332006901503, 'learning_rate': 0.00010814487000097622, 'epoch': 1.38}
{'loss': 0.0028, 'grad_norm': 0.008308001793920994, 'learning_rate': 0.00010807978913800399, 'epoch': 1.38}
{'loss': 0.0024, 'grad_norm': 0.0037489058449864388, 'learning_rate': 0.00010801470827503172, 'epoch': 1.39}
{'loss': 0.0023, 'grad_norm': 0.010250096209347248, 'learning_rate': 0.0001079496274120595, 'epoch': 1.39}
{'loss': 0.0028, 'grad_norm': 0.010345781221985817, 'learning_rate': 0.00010788454654908724, 'epoch': 1.39}
{'loss': 0.0022, 'grad_norm': 0.005907956976443529, 'learning_rate': 0.000107819465686115, 'epoch': 1.39}
{'loss': 0.0024, 'grad_norm': 0.039455488324165344, 'learning_rate': 0.00010775438482314275, 'epoch': 1.39}
{'loss': 0.0023, 'grad_norm': 0.010710788890719414, 'learning_rate': 0.00010768930396017052, 'epoch': 1.39}
{'loss': 0.0017, 'grad_norm': 0.010458461008965969, 'learning_rate': 0.00010762422309719828, 'epoch': 1.39}
{'loss': 0.0024, 'grad_norm': 0.012764970771968365, 'learning_rate': 0.00010755914223422603, 'epoch': 1.39}
{'loss': 0.0019, 'grad_norm': 0.01045921165496111, 'learning_rate': 0.0001074940613712538, 'epoch': 1.39}
{'loss': 0.0021, 'grad_norm': 0.0138914929702878, 'learning_rate': 0.00010742898050828154, 'epoch': 1.39}
{'loss': 0.002, 'grad_norm': 0.15995921194553375, 'learning_rate': 0.00010736389964530931, 'epoch': 1.4}
{'loss': 0.0026, 'grad_norm': 0.0061650387942790985, 'learning_rate': 0.00010729881878233706, 'epoch': 1.4}
{'loss': 0.0036, 'grad_norm': 0.026396077126264572, 'learning_rate': 0.00010723373791936482, 'epoch': 1.4}
{'loss': 0.0037, 'grad_norm': 0.03575112298130989, 'learning_rate': 0.00010716865705639256, 'epoch': 1.4}
{'loss': 0.0015, 'grad_norm': 0.009804436936974525, 'learning_rate': 0.00010710357619342034, 'epoch': 1.4}
{'loss': 0.0023, 'grad_norm': 0.03471595421433449, 'learning_rate': 0.0001070384953304481, 'epoch': 1.4}
{'loss': 0.0039, 'grad_norm': 0.016641220077872276, 'learning_rate': 0.00010697341446747584, 'epoch': 1.4}
{'loss': 0.0029, 'grad_norm': 0.15476779639720917, 'learning_rate': 0.00010690833360450361, 'epoch': 1.4}
{'loss': 0.0041, 'grad_norm': 0.025114309042692184, 'learning_rate': 0.00010684325274153135, 'epoch': 1.4}
{'loss': 0.0026, 'grad_norm': 0.014022544957697392, 'learning_rate': 0.00010677817187855911, 'epoch': 1.4}
{'loss': 0.0025, 'grad_norm': 0.014377685263752937, 'learning_rate': 0.00010671309101558687, 'epoch': 1.4}
{'loss': 0.0029, 'grad_norm': 0.011318025179207325, 'learning_rate': 0.00010664801015261463, 'epoch': 1.41}
{'loss': 0.0031, 'grad_norm': 0.004788787569850683, 'learning_rate': 0.00010658292928964238, 'epoch': 1.41}
{'loss': 0.0019, 'grad_norm': 0.025131266564130783, 'learning_rate': 0.00010651784842667014, 'epoch': 1.41}
{'loss': 0.0021, 'grad_norm': 0.033926889300346375, 'learning_rate': 0.00010645276756369791, 'epoch': 1.41}
{'loss': 0.0028, 'grad_norm': 0.09180635213851929, 'learning_rate': 0.00010638768670072566, 'epoch': 1.41}
{'loss': 0.0023, 'grad_norm': 0.0036473250947892666, 'learning_rate': 0.00010632260583775342, 'epoch': 1.41}
{'loss': 0.0024, 'grad_norm': 0.011412551626563072, 'learning_rate': 0.00010625752497478116, 'epoch': 1.41}
{'loss': 0.0015, 'grad_norm': 0.008852245286107063, 'learning_rate': 0.00010619244411180894, 'epoch': 1.41}
{'loss': 0.0026, 'grad_norm': 0.0095756184309721, 'learning_rate': 0.00010612736324883667, 'epoch': 1.41}
{'loss': 0.0021, 'grad_norm': 0.006427563261240721, 'learning_rate': 0.00010606228238586444, 'epoch': 1.41}
{'loss': 0.0022, 'grad_norm': 0.006117597222328186, 'learning_rate': 0.00010599720152289221, 'epoch': 1.42}
{'loss': 0.002, 'grad_norm': 0.006851513870060444, 'learning_rate': 0.00010593212065991995, 'epoch': 1.42}
{'loss': 0.0022, 'grad_norm': 0.04219644516706467, 'learning_rate': 0.00010586703979694771, 'epoch': 1.42}
{'loss': 0.0031, 'grad_norm': 0.07033086568117142, 'learning_rate': 0.00010580195893397546, 'epoch': 1.42}
{'loss': 0.0028, 'grad_norm': 0.0647231712937355, 'learning_rate': 0.00010573687807100323, 'epoch': 1.42}
{'loss': 0.0033, 'grad_norm': 0.08927067369222641, 'learning_rate': 0.00010567179720803098, 'epoch': 1.42}
{'loss': 0.0023, 'grad_norm': 0.02251199260354042, 'learning_rate': 0.00010560671634505874, 'epoch': 1.42}
{'loss': 0.0027, 'grad_norm': 0.013280516490340233, 'learning_rate': 0.00010554163548208649, 'epoch': 1.42}
{'loss': 0.0025, 'grad_norm': 0.2845996022224426, 'learning_rate': 0.00010547655461911426, 'epoch': 1.42}
{'loss': 0.0026, 'grad_norm': 0.01600504107773304, 'learning_rate': 0.00010541147375614202, 'epoch': 1.42}
{'loss': 0.0023, 'grad_norm': 0.00876863207668066, 'learning_rate': 0.00010534639289316977, 'epoch': 1.43}
{'loss': 0.0024, 'grad_norm': 0.008520456030964851, 'learning_rate': 0.00010528131203019753, 'epoch': 1.43}
{'loss': 0.0026, 'grad_norm': 0.07979609072208405, 'learning_rate': 0.00010521623116722527, 'epoch': 1.43}
{'loss': 0.0031, 'grad_norm': 0.01126110926270485, 'learning_rate': 0.00010515115030425305, 'epoch': 1.43}
{'loss': 0.0032, 'grad_norm': 0.02612248994410038, 'learning_rate': 0.00010508606944128079, 'epoch': 1.43}
{'loss': 0.0024, 'grad_norm': 0.0266374871134758, 'learning_rate': 0.00010502098857830855, 'epoch': 1.43}
{'loss': 0.0029, 'grad_norm': 0.06812930852174759, 'learning_rate': 0.00010495590771533633, 'epoch': 1.43}
{'loss': 0.0021, 'grad_norm': 0.008863309398293495, 'learning_rate': 0.00010489082685236406, 'epoch': 1.43}
{'loss': 0.0036, 'grad_norm': 0.009935881942510605, 'learning_rate': 0.00010482574598939183, 'epoch': 1.43}
{'loss': 0.0029, 'grad_norm': 0.03215859457850456, 'learning_rate': 0.00010476066512641958, 'epoch': 1.43}
{'loss': 0.0021, 'grad_norm': 0.009648378938436508, 'learning_rate': 0.00010469558426344734, 'epoch': 1.44}
{'loss': 0.0024, 'grad_norm': 0.019207166507840157, 'learning_rate': 0.00010463050340047509, 'epoch': 1.44}
{'loss': 0.0027, 'grad_norm': 0.026253793388605118, 'learning_rate': 0.00010456542253750286, 'epoch': 1.44}
{'loss': 0.0022, 'grad_norm': 0.099026158452034, 'learning_rate': 0.00010450034167453059, 'epoch': 1.44}
{'loss': 0.002, 'grad_norm': 0.06456130743026733, 'learning_rate': 0.00010443526081155837, 'epoch': 1.44}
{'loss': 0.0032, 'grad_norm': 0.08547503501176834, 'learning_rate': 0.00010437017994858613, 'epoch': 1.44}
{'loss': 0.0018, 'grad_norm': 0.004097658675163984, 'learning_rate': 0.00010430509908561387, 'epoch': 1.44}
{'loss': 0.0025, 'grad_norm': 0.01023732777684927, 'learning_rate': 0.00010424001822264165, 'epoch': 1.44}
{'loss': 0.0025, 'grad_norm': 0.041195183992385864, 'learning_rate': 0.00010417493735966939, 'epoch': 1.44}
{'loss': 0.003, 'grad_norm': 0.020620377734303474, 'learning_rate': 0.00010410985649669715, 'epoch': 1.44}
{'loss': 0.0024, 'grad_norm': 0.015893220901489258, 'learning_rate': 0.0001040447756337249, 'epoch': 1.44}
{'loss': 0.0022, 'grad_norm': 0.011650625616312027, 'learning_rate': 0.00010397969477075266, 'epoch': 1.45}
{'loss': 0.0015, 'grad_norm': 0.008640368469059467, 'learning_rate': 0.00010391461390778041, 'epoch': 1.45}
{'loss': 0.0015, 'grad_norm': 0.007534103933721781, 'learning_rate': 0.00010384953304480818, 'epoch': 1.45}
{'loss': 0.0021, 'grad_norm': 0.1661166399717331, 'learning_rate': 0.00010378445218183594, 'epoch': 1.45}
{'loss': 0.0034, 'grad_norm': 0.1193702295422554, 'learning_rate': 0.00010371937131886369, 'epoch': 1.45}
{'loss': 0.0037, 'grad_norm': 0.1571272611618042, 'learning_rate': 0.00010365429045589146, 'epoch': 1.45}
{'loss': 0.0025, 'grad_norm': 0.03564620018005371, 'learning_rate': 0.0001035892095929192, 'epoch': 1.45}
{'loss': 0.0025, 'grad_norm': 0.010647289454936981, 'learning_rate': 0.00010352412872994697, 'epoch': 1.45}
{'loss': 0.0051, 'grad_norm': 0.011863660998642445, 'learning_rate': 0.00010345904786697471, 'epoch': 1.45}
{'loss': 0.0032, 'grad_norm': 0.030297288671135902, 'learning_rate': 0.00010339396700400248, 'epoch': 1.45}
{'loss': 0.0032, 'grad_norm': 0.12427035719156265, 'learning_rate': 0.00010332888614103025, 'epoch': 1.46}
{'loss': 0.0027, 'grad_norm': 0.015448588877916336, 'learning_rate': 0.00010326380527805798, 'epoch': 1.46}
{'loss': 0.0028, 'grad_norm': 0.036777324974536896, 'learning_rate': 0.00010319872441508576, 'epoch': 1.46}
{'loss': 0.0028, 'grad_norm': 0.07813180983066559, 'learning_rate': 0.0001031336435521135, 'epoch': 1.46}
{'loss': 0.0022, 'grad_norm': 0.007940729148685932, 'learning_rate': 0.00010306856268914126, 'epoch': 1.46}
{'loss': 0.003, 'grad_norm': 0.004867525305598974, 'learning_rate': 0.00010300348182616901, 'epoch': 1.46}
{'loss': 0.0034, 'grad_norm': 0.05601615458726883, 'learning_rate': 0.00010293840096319678, 'epoch': 1.46}
{'loss': 0.0019, 'grad_norm': 0.009271043352782726, 'learning_rate': 0.00010287332010022453, 'epoch': 1.46}
{'loss': 0.0029, 'grad_norm': 0.005567237269133329, 'learning_rate': 0.00010280823923725229, 'epoch': 1.46}
{'loss': 0.0029, 'grad_norm': 0.014532487839460373, 'learning_rate': 0.00010274315837428006, 'epoch': 1.46}
{'loss': 0.0033, 'grad_norm': 0.08693241328001022, 'learning_rate': 0.0001026780775113078, 'epoch': 1.47}
{'loss': 0.0022, 'grad_norm': 0.005250702146440744, 'learning_rate': 0.00010261299664833557, 'epoch': 1.47}
{'loss': 0.0022, 'grad_norm': 0.05909503251314163, 'learning_rate': 0.00010254791578536332, 'epoch': 1.47}
{'loss': 0.0032, 'grad_norm': 0.00765978591516614, 'learning_rate': 0.00010248283492239108, 'epoch': 1.47}
{'loss': 0.0026, 'grad_norm': 0.030807839706540108, 'learning_rate': 0.00010241775405941882, 'epoch': 1.47}
{'loss': 0.0037, 'grad_norm': 0.009735438972711563, 'learning_rate': 0.0001023526731964466, 'epoch': 1.47}
{'loss': 0.0031, 'grad_norm': 0.04090353846549988, 'learning_rate': 0.00010228759233347433, 'epoch': 1.47}
{'loss': 0.0022, 'grad_norm': 0.011228161863982677, 'learning_rate': 0.0001022225114705021, 'epoch': 1.47}
{'loss': 0.0019, 'grad_norm': 0.0024998034350574017, 'learning_rate': 0.00010215743060752988, 'epoch': 1.47}
{'loss': 0.0021, 'grad_norm': 0.007321492303162813, 'learning_rate': 0.00010209234974455761, 'epoch': 1.47}
{'loss': 0.0029, 'grad_norm': 0.008552465587854385, 'learning_rate': 0.00010202726888158538, 'epoch': 1.48}
{'loss': 0.002, 'grad_norm': 0.023147348314523697, 'learning_rate': 0.00010196218801861313, 'epoch': 1.48}
{'loss': 0.0021, 'grad_norm': 0.010060395114123821, 'learning_rate': 0.00010189710715564089, 'epoch': 1.48}
{'loss': 0.0029, 'grad_norm': 0.00921333022415638, 'learning_rate': 0.00010183202629266864, 'epoch': 1.48}
{'loss': 0.0029, 'grad_norm': 0.0069466992281377316, 'learning_rate': 0.0001017669454296964, 'epoch': 1.48}
{'loss': 0.0026, 'grad_norm': 0.008238965645432472, 'learning_rate': 0.00010170186456672417, 'epoch': 1.48}
{'loss': 0.0021, 'grad_norm': 0.003984423354268074, 'learning_rate': 0.00010163678370375192, 'epoch': 1.48}
{'loss': 0.0017, 'grad_norm': 0.00965780671685934, 'learning_rate': 0.00010157170284077968, 'epoch': 1.48}
{'loss': 0.0026, 'grad_norm': 0.005813916679471731, 'learning_rate': 0.00010150662197780742, 'epoch': 1.48}
{'loss': 0.0021, 'grad_norm': 0.003598375478759408, 'learning_rate': 0.0001014415411148352, 'epoch': 1.48}
{'loss': 0.0015, 'grad_norm': 0.0324697382748127, 'learning_rate': 0.00010137646025186293, 'epoch': 1.48}
{'loss': 0.0017, 'grad_norm': 0.003813103074207902, 'learning_rate': 0.0001013113793888907, 'epoch': 1.49}
{'loss': 0.0026, 'grad_norm': 0.00716755585744977, 'learning_rate': 0.00010124629852591845, 'epoch': 1.49}
{'loss': 0.002, 'grad_norm': 0.003788664471358061, 'learning_rate': 0.00010118121766294621, 'epoch': 1.49}
{'loss': 0.0013, 'grad_norm': 0.014443290419876575, 'learning_rate': 0.00010111613679997398, 'epoch': 1.49}
{'loss': 0.0026, 'grad_norm': 0.0027310240548104048, 'learning_rate': 0.00010105105593700173, 'epoch': 1.49}
{'loss': 0.0022, 'grad_norm': 0.00244720047339797, 'learning_rate': 0.00010098597507402949, 'epoch': 1.49}
{'loss': 0.0022, 'grad_norm': 0.02672196552157402, 'learning_rate': 0.00010092089421105724, 'epoch': 1.49}
{'loss': 0.0021, 'grad_norm': 0.008552459068596363, 'learning_rate': 0.000100855813348085, 'epoch': 1.49}
{'loss': 0.002, 'grad_norm': 0.006180840078741312, 'learning_rate': 0.00010079073248511275, 'epoch': 1.49}
{'loss': 0.0029, 'grad_norm': 0.0073249186389148235, 'learning_rate': 0.00010072565162214052, 'epoch': 1.49}
{'loss': 0.0016, 'grad_norm': 0.006430898327380419, 'learning_rate': 0.00010066057075916828, 'epoch': 1.5}
{'loss': 0.0026, 'grad_norm': 0.006668976973742247, 'learning_rate': 0.00010059548989619603, 'epoch': 1.5}
{'loss': 0.0019, 'grad_norm': 0.002758512506261468, 'learning_rate': 0.0001005304090332238, 'epoch': 1.5}
{'loss': 0.0016, 'grad_norm': 0.003846213221549988, 'learning_rate': 0.00010046532817025153, 'epoch': 1.5}
{'loss': 0.0023, 'grad_norm': 0.011595255695283413, 'learning_rate': 0.00010040024730727931, 'epoch': 1.5}
{'loss': 0.0022, 'grad_norm': 0.015486106276512146, 'learning_rate': 0.00010033516644430705, 'epoch': 1.5}
{'loss': 0.0033, 'grad_norm': 0.01072352658957243, 'learning_rate': 0.00010027008558133481, 'epoch': 1.5}
{'loss': 0.0021, 'grad_norm': 0.006854077335447073, 'learning_rate': 0.00010020500471836256, 'epoch': 1.5}
{'loss': 0.0012, 'grad_norm': 0.004153359681367874, 'learning_rate': 0.00010013992385539033, 'epoch': 1.5}
{'loss': 0.002, 'grad_norm': 0.015039307996630669, 'learning_rate': 0.00010007484299241809, 'epoch': 1.5}
{'loss': 0.0026, 'grad_norm': 0.014754138886928558, 'learning_rate': 0.00010000976212944584, 'epoch': 1.51}
{'loss': 0.0022, 'grad_norm': 0.013425597921013832, 'learning_rate': 9.994468126647359e-05, 'epoch': 1.51}
{'loss': 0.0015, 'grad_norm': 0.01613527163863182, 'learning_rate': 9.987960040350135e-05, 'epoch': 1.51}
{'loss': 0.0021, 'grad_norm': 0.00805056095123291, 'learning_rate': 9.981451954052912e-05, 'epoch': 1.51}
{'loss': 0.0032, 'grad_norm': 0.004493374843150377, 'learning_rate': 9.974943867755687e-05, 'epoch': 1.51}
{'loss': 0.0025, 'grad_norm': 0.006231675855815411, 'learning_rate': 9.968435781458463e-05, 'epoch': 1.51}
{'loss': 0.0032, 'grad_norm': 0.007524827029556036, 'learning_rate': 9.961927695161238e-05, 'epoch': 1.51}
{'loss': 0.0022, 'grad_norm': 0.00407761475071311, 'learning_rate': 9.955419608864013e-05, 'epoch': 1.51}
{'loss': 0.0022, 'grad_norm': 0.005896439775824547, 'learning_rate': 9.94891152256679e-05, 'epoch': 1.51}
{'loss': 0.0018, 'grad_norm': 0.007283260114490986, 'learning_rate': 9.942403436269565e-05, 'epoch': 1.51}
{'loss': 0.0013, 'grad_norm': 0.004681164398789406, 'learning_rate': 9.935895349972341e-05, 'epoch': 1.51}
{'loss': 0.0019, 'grad_norm': 0.010860498063266277, 'learning_rate': 9.929387263675118e-05, 'epoch': 1.52}
{'loss': 0.002, 'grad_norm': 0.013986736536026001, 'learning_rate': 9.922879177377893e-05, 'epoch': 1.52}
{'loss': 0.0025, 'grad_norm': 0.18653804063796997, 'learning_rate': 9.916371091080669e-05, 'epoch': 1.52}
{'loss': 0.0028, 'grad_norm': 0.005193717777729034, 'learning_rate': 9.909863004783444e-05, 'epoch': 1.52}
{'loss': 0.0025, 'grad_norm': 0.007955309003591537, 'learning_rate': 9.903354918486219e-05, 'epoch': 1.52}
{'loss': 0.0014, 'grad_norm': 0.006054376717656851, 'learning_rate': 9.896846832188995e-05, 'epoch': 1.52}
{'loss': 0.0022, 'grad_norm': 0.018040558323264122, 'learning_rate': 9.89033874589177e-05, 'epoch': 1.52}
{'loss': 0.0021, 'grad_norm': 0.00603354861959815, 'learning_rate': 9.883830659594547e-05, 'epoch': 1.52}
{'loss': 0.0024, 'grad_norm': 0.007719588465988636, 'learning_rate': 9.877322573297323e-05, 'epoch': 1.52}
{'loss': 0.0028, 'grad_norm': 0.029063541442155838, 'learning_rate': 9.870814487000098e-05, 'epoch': 1.52}
{'loss': 0.0019, 'grad_norm': 0.0031485331710428, 'learning_rate': 9.864306400702875e-05, 'epoch': 1.53}
{'loss': 0.0025, 'grad_norm': 0.013441389426589012, 'learning_rate': 9.85779831440565e-05, 'epoch': 1.53}
{'loss': 0.0025, 'grad_norm': 0.008664791472256184, 'learning_rate': 9.851290228108425e-05, 'epoch': 1.53}
{'loss': 0.0029, 'grad_norm': 0.006177618633955717, 'learning_rate': 9.844782141811201e-05, 'epoch': 1.53}
{'loss': 0.0039, 'grad_norm': 0.010405163280665874, 'learning_rate': 9.838274055513976e-05, 'epoch': 1.53}
{'loss': 0.0033, 'grad_norm': 0.022754289209842682, 'learning_rate': 9.831765969216752e-05, 'epoch': 1.53}
{'loss': 0.0022, 'grad_norm': 0.014206151477992535, 'learning_rate': 9.825257882919529e-05, 'epoch': 1.53}
{'loss': 0.0031, 'grad_norm': 0.01895679160952568, 'learning_rate': 9.818749796622304e-05, 'epoch': 1.53}
{'loss': 0.0027, 'grad_norm': 0.01773746684193611, 'learning_rate': 9.81224171032508e-05, 'epoch': 1.53}
{'loss': 0.0023, 'grad_norm': 0.015790579840540886, 'learning_rate': 9.805733624027855e-05, 'epoch': 1.53}
{'loss': 0.0017, 'grad_norm': 0.0076232049614191055, 'learning_rate': 9.79922553773063e-05, 'epoch': 1.54}
{'loss': 0.0023, 'grad_norm': 0.004698770586401224, 'learning_rate': 9.792717451433407e-05, 'epoch': 1.54}
{'loss': 0.0025, 'grad_norm': 0.008143889717757702, 'learning_rate': 9.786209365136182e-05, 'epoch': 1.54}
{'loss': 0.0016, 'grad_norm': 0.006242921110242605, 'learning_rate': 9.779701278838957e-05, 'epoch': 1.54}
{'loss': 0.0015, 'grad_norm': 0.04503360018134117, 'learning_rate': 9.773193192541733e-05, 'epoch': 1.54}
